language_iso	trans_ID	language_english	language_name	version	verses
ljp	LJPLAI	Lampung	Lampung	LAI # 2002 Today's Lampung Version	7945
lln	LLNABT	Lele (Chad)	Lélé (Chad)	ABT # 1991 Edition	7958
lmk	LMKBIV	Lamkang	Lamkang	BIV # 2001 Edition	7959
lnd	LNDBSM	Lun Dayah	Lun Bawang - Lun Dayah	BSM # 1982 Edition	30532
lob	LOBBSB	Lobiri	Lobiri	BSB # 1984 Edition	7960
lok	LOKLBT	Loko	Loko	LBT # 1983 Edition	7956
lsm	LSMBSU	Lusamya-Lugwe	Lusamya-Lugwe	BSU # 2010 Edition	7957
lat	LTNNVV	Latin	Latin	NVV # Neo Vulgata Version	35608
ltz	LTZBIV	Luxembourgish	Luxembourgish	BIV # 2017 Edition	7954
luc	LUCHLA	Aringa	Aringa	HLA # 2013 Here is Life	7955
lus	LUSBIV	Mizo	Mizo	BIV # 2005 Edition	7956
lwo	LWOWBT	Luwo	Luwo	WBT # 2003 Edition	7818
lww	LWWWBT	Lewo	Lewo	WBT # 2016 Edition	7835
maa	MAASAV	Mazatec (San Antonio &amp; San Jeronimo)	Mazatec (San Antonio & San Jeronimo)	SAV # 2011 Edition (San Antonio)	7958
maa	MAASJV	Mazatec (San Antonio &amp; San Jeronimo)	Mazatec (San Antonio & San Jeronimo)	SJV # 2012 Edition (San Jeronimo)	7959
mad	MADIBS	Madurese	Madurese	IBS # Today's Madura Version, 1994	29777
mag	MAGSSI	Magahi	Magahi	SSI # 2014 Edition	7899
mah	MAHWGM	Marshallese	Marshallese	WGM # 2009 Edition	31074
mai	MAIWBT	Maithili	Maithili	WBT # WBT Version	7958
mak	MAKLAI	Makassar	Makassar	LAI # Today's Makassar Version, 1999	7886
mar	MARWTC	Marathi	Marathi	WTC # 1993 Edition	7956
maw	MAWWBT	Mampruli	Mampruli	WBT # 2001 Edition	7902
maz	MAZTBL	Mazahua, Central	Mazahua, Central	TBL # 2007 Edition	7850
mbb	MBBWPS	Manobo, Western Bukidnon	Manobo, Western Bukidnon	WPS # 2001 Edition	7867
mbc	MBCMVA	Macushi	Macushi	MVA # MEA Version	7891
mbh	MBHTBL	Mangseng	Mangseng	TBL # 1999 Edition	7952
mbt	MBTWBT	Matigsalug	Matigsalug	WBT # WBT Version	7926
mca	MCAWYI	Maka	Maka	WYI # 2013 Edition	7958
mcd	MCDTBL	Sharanahua	Sharanahua	TBL # 2008 Edition	7880
mco	MCOTBL	Mixe de Coatlan	Mixe de Coatlan	TBL # 1976 Edition	7950
mcp	MCPWBT	Makaa	Makaa	WBT # WBT Version	7959
mcq	MCQTBL	Ese	Ese	TBL # 1999 Edition	7953
mcu	MCUTBL	Mambila for Cameroon	Mambila for Cameroon	TBL # 2001 Edition	7937
mda	MDAWBT	Mada	Mada	WBT # 1999 Edition	7936
mdy	MDYBSE	Maale	Maale	BSE # 2007 Edition	30744
met	ME1PNG	Mato	Mato	PNG # PNG Version	7918
med	MEDPNG	Melpa	Melpa	PNG # 1995 Edition	7924
mee	MEETBL	Mengen	Mengen	TBL # 2003 Edition	7956
mej	MEJTBL	Meyah	Meyah	TBL # Yayasan Sumber Sejahtera	7939
mek	MEKPNG	Mekeo	Mekeo	PNG # 1998 Edition	7956
men	MENBSL	Mende	Mende	BSL # 2002 Edition	7929
meq	MEQWBT	Merey	Merey	WBT # 2012 Edition	7949
meu	MEUPNG	Motu	Motu	PNG # 1973 Edition	31099
mf1	MF1WBT	Moba	Moba	WBT # 2008 Edition	7939
mfe	MFEBSM	Mauritian Kreol	Mauritian Kreol	BSM # 2009 Edition	7957
mfh	MFHWYI	Matal	Matal	WYI # 1989 Edition	7952
mfi	MFIWYI	Mandara	Mandara	WYI # 1988 Edition	7945
mfk	MFKABC	Mofu, North	Mofu, North	ABC # 1975 Edition	7956
mfq	MFQABT	Moba Lok	Moba Lok	ABT # 2007 Edition	7942
mfy	MFYWBT	Mayo	Mayo	WBT # WBT Version	7958
mfz	MFZBSS	Mabaan	Mabaan	BSS # 2002 Edition	7884
mgh	MGHPBT	Makhuwa-Meetto	Makhuwa-Meetto	PBT # PBT Version	7959
mgo	MGOWYI	Meta	Meta	WYI # 2013 Edition	7959
mhi	MHIBSU	Ma'di	Ma'di	BSU # 1977 Edition	7955
mhl	MHLPNG	Mauwake	Mawake	PNG # 1998 Edition	7919
mos	MHMCAT	Moore	Moore	CAT # 1998 Roman Catholic Version	7958
mhr	MHRIBT	Mari-Meadow	Mari-Meadow	IBT # Institute for Bible Translation	7946
mhx	MHXBSM	Lhaovo	Lhaovo	BSM # 2003 Edition	7920
mhy	MHYLAI	Dayak  Maanyan	Dayak Ma'anyan	LAI # 1999 Edition	7906
mib	MIBTBL	Mixteco de Atatl&aacute;huca	Mixtec, Atatláhuca	TBL # 1973 Edition	7957
mie	MIETBL	Mixteco de Ocotepec	Mixteco de Ocotepec	TBL # 1977 Edition	7956
mif	MIFWBT	Mofu-Gudur	Mofu-Gudur	WBT # 2007 Edition	7907
mil	MILTBL	Mixteco de Penoles	Mixteco de Penoles	TBL # 2002 Edition	7955
mim	MIMWYI	Alacatlatzala Mixtec	Mixtec, Alacatlatzala	WYI # WBT Version	7952
min	MINLAI	Minangkabau	Minangkabau	LAI # Today's Minang Version, 2010	7945
mio	MIOWBT	Mixtec, Pinotepa Nacional	Mixtec, Pinotepa Nacional	WBT # 2013 Edition	7954
mip	MIPUTI	Mixteco Apasco-Apoala	Mixteco Apasco-Apoala	UTI # 2016 Edition	7958
miq	MIQSBN	Miskito	Mískito	SBN # 1998 Edition	7956
mir	MIRTBL	Mixe, Guichicovi	Mixe, Guichicovi	TBL # 1988 Edition	7512
mit	MITTBL	Mixteco del Sur de Puebla	Mixteco del Sur de Puebla	TBL # 1978 Edition	7953
miy	MIYWYI	Mixtec Ayutla	Mixteco de Ayutla	WYI # 2016 Edition	7958
miz	MIZTBL	Mixteco de Coatzospan	Mixteco de Coatzospan	TBL # 2003 Edition	7956
mal	MJSWTC	Malayalam	Malayalam	WTC # 2000 Edition	7955
mkl	MKLSIM	Mokole	Mokole	SIM # 2006 Edition	7904
mlg	MLGDPV	Malagasy	Malagasy	DPV # Protestant Version	31091
mlp	MLPTBL	Bargam	Bargam	TBL # 2002 Edition	7772
zsm	MLYBSM	Malay	Malay	BSM # 2001 Today's Malay Version	7943
mmo	MMOWBT	Buang - Mangga	Buang - Mangga	WBT # 1981 Edition	7958
mnb	MNBTBL	Muna	Muna	TBL # 2004 Edition	7957
mnf	MNFCAB	Mundani	Mundani	CAB # 2006 Edition	7958
mni	MNIBIV	Meitei	Manipuri	BIV # 2019 Edition	31106
moa	MOAWBT	Mwan	Mwan	WBT # 2006  Edition	7956
mog	MOGLAI	Mongondow	Mongondow	LAI # Today's Mongondow Version, 2006	7904
mop	MOPWBT	Maya, Mopan	Maya, Mopan	WBT # 2004 Edition	7904
mor	MORBSS	Nuba Moro	Nuba Moro	BSS # 1965 Edition	7957
mox	MOXFSA	Molima	Molima	FSA # 2010 Edition	7942
mpg	MPGABT	Azumeina	Azumeina	ABT # 1999 Editon	7958
mpm	MPMTBL	Mixteco de Santiago Yosundua	Mixteco de Santiago Yosundua	TBL # 2010 Edition	7951
mps	MPSWBT	Dadibi	Dadibi	WBT # 2001 Edition	30314
mpt	MPTWBT	Mian	Mian	WBT # 1986 Edition	7933
mqb	MQBWBT	Mbuko	Mbuko	WBT # 2010 Edition	7954
mqj	MQJLAI	Mamasa	Mamasa	LAI # 2011 Edition	7887
mrw	MRWNVS	Maranao	Maranao	NVS # 2013 Edition	30720
msm	MSMWPS	Manobo, Agusan	Manobo, Agusan	WPS # 1999 Edition	7936
msy	MSYPNG	Aruamu	Aruamu	PNG # 2004 Edition	7729
mta	MTATBL	Manobo, Cotabato	Manobo, Cotabato	TBL # WBT Version	7904
mti	MTIWBT	Oren Maiwa (Papua New Guinea)	Oren Maiwa (Papua New Guinea)	WBT # 2011 Edition	7940
mtj	MTJTBL	Moskona	Moskona	TBL # 2001 Edition	7953
mto	MTOTBL	Mixe Totontepec	Mixe Totontepec	TBL # 1990 Edition	7958
mtp	MTPKCV	Weenhayek	Weenhayek	KCV # Kenneth Claesson Version	7958
muh	MUHWBT	Mundu	Mundu	WBT # 2005 Edition	7482
mup	MUPNLL	Malvi	Malvi	NLL # 2012 Malvoday and New Life Literature	7959
mur	MURTBL	Murle	Murle	TBL # 1996 Edition	7828
mux	MUXWBT	Bo-Ung	Bo-Ung	WBT # 2004 Edition	7939
muy	MUYWBT	Muyang	Muyang	WBT # 2013 Edition	7958
mva	MVABTA	Manam	Manam	BTA # 1996 Edition	7957
mvc	MVCNVS	Mam, Central	Mam, Central	NVS # 2008 Edition	7882
mam	MVJWBT	Mam, Todos Santos	Mam, Todos Santos	WBT # 2000 Edition	7943
mvp	MVPLAI	Duri	Duri	LAI # Today's Duri Version, 2005	7950
mwq	MWQBSM	Chin, Cho	Chin, Cho	BSM # Common Language Version	7930
mwv	MWVLAI	Mentawai	Mentawai	LAI # Today's Mentawai Version, 1993	7958
mww	MWWHDV	Hmong Daw	Hmong Daw	HDV # 2000 Edition	7950
mxb	MXBMVR	Mixteco de Tezoatlan	Mixteco de Tezoatlan	MVR # 2006 Edition	7958
mxq	MXQTBL	Mixe de San Juan Juquila	Mixe de San Juan Juquila	TBL # 2004 Edition	7957
mxt	MXTTBL	Mixteco de Jamiltepec	Mixteco de Jamiltepec	TBL # 1983 Edition	7918
mxv	MXVWBT	Metlatonoc Mixtec	Mixtec, Metlatónoc	WBT # 2017 Edition	7958
mya	MYAOJV	Burmese	Burmese	OJV # သမ္မာကျမ်း (Judson Bible)&quot;	30944
myb	MYBABT	Mbay 	Mbay 	ABT # 2004 Edition	7961
myk	MYKWBT	Miniyanka	Miniyanka	WBT # 2006 Edition	7958
myv	MYVIBT	Mordvin-Erzya	Mordvin-Erzya	IBT # IBT Version	7955
myw	MYWPNG	Muyuw	Muyuw	PNG # 1993 Edition	7757
myx	MYXBSU	Lumasaaba	Lumasaaba	BSU # 2008 Edition	7958
myy	MYYWBT	Macuna	Macuna	WBT # 1989 Edition	7944
mza	MZAWBT	Mixtec Zacatepec	Mixtec, Zacatepec	WBT # 2015 Edition	7958
mzk	MZKTBL	Mambila for Nigeria	Mambila for Nigeria	TBL # 1977 Edition	7952
mzm	MZMWBT	Mumuye	Mumuye	WBT # 1994 Edition	7947
mzw	MZWNVS	Deg	Deg	NVS # 1990 Edition	7909
naf	NAFWBT	Nabak	Nabak	WBT # 1988 Edition	7897
nak	NAKTBL	Nakanai	Nakanai	TBL # 1983 Edition	7954
nan	NANTTV	Taiwanese	Hokkien	TTV # Today's Taiwanese Version	7908
naw	NAWWBT	Nawuri	Nawuri	WBT # 2012 Edition	7959
nca	NCAWBT	Iyo	Iyo	WBT # 2009 Edition	7956
nch	NCHTBL	Nahuatl Huasteca, Central	Nahuatl Huasteca, Central	TBL # 2005 Edition	7952
ncj	NCJTBL	Nahuatl Norte Puebla	Nahuatl Norte Puebla	TBL # 1979 Edition	7957
ncu	NCUWBT	Chumburung	Chumburung	WBT # 1988 Edition	7686
ndj	NDJPBT	Ndamba	Ndamba	PBT # PBT Version	7959
ndy	NDYBIV	Lutos	Rito	BIV # 2014 Edition	7958
ndz	NDZWBT	Ndogo	Ndogo	WBT # 2001 Edition	7938
neb	NEBWYI	Toura	Toura	WYI # 2004 Edition	7955
nfr	NFRIBS	Nafaanra	Nafaanra	IBS # 1983 Edition	7930
ngp	NGPPBT	Ngulu	Nguu	PBT # PBT Version	7959
ngu	NGUTBL	Nahuatl, Guerrero	Nahuatl, Guerrero	TBL # 1998 Edition	7933
nhx	NH1NMV	Nahuatl, Mecayapan	Nahuatl, Mecayapan	NMV # WBT Version	7958
nhe	NHETBL	Nahuatl Huasteca, Eastern	Nahuatl Huasteca, Eastern	TBL # 2005 Edition	7958
nhi	NHIWBT	Nahuatl, Tenango	Nahuatl, Tenango	WBT # 2011 Edition	7959
nho	NHOTCT	Takuu	Takuu	TCT # 2009 Edition	7955
nhu	NHUWBT	Nooni	Nooni	WBT # 2011 Edition	7950
nhw	NHWTBL	Nahuatl Huasteca, Western	Nahuatl Huasteca, Western	TBL # 2005 Edition	7952
nhx	NHXNTV	Nahuatl, Tatahuicapan	Nahuatl, Tatahuicapan	NTV # WBT Version	7958
nhy	NHYTBL	Nahuatl, Norte de Oaxaca	Nahuatl, Norte de Oaxaca	TBL # 2006 Edition	7952
nia	NIAIBS	Nias	Nias	IBS # Today's Nias Version, 2006	7912
nii	NIIWBT	Nii	Nii	WBT # 1980 Edition	7933
nij	NIJLAI	Ngaju	Ngaju	LAI # Today's Dayak Ngaju Version	7945
nim	NIMBST	Kinyiramba	Kinyiramba	BST # 2009 Edition	7982
nin	NINWYI	Ninzo	Ninzo	WYI # WBT & NBTT Version	7959
nkf	NKFBIV	Naga, Inpui	Naga, Inpui	BIV # 2011 Edition	7957
nlc	NLCLAI	Nalca	Nalca	LAI # 2000 Edition	7956
nld	NLDDSV	Dutch	Nederlands	DSV # 1750 Dutch Staten Vertaling Bible	31103
nlg	NLGWBT	Gela	Gela	WBT # 2015 Edition	7926
nmz	NMZWSB	Nawdm	Nawdm	WSB # 2013 Edition	7951
nnb	NNBBSU	Kinandi	Kinandi	BSU # 1980 Edition	7958
nnq	NNQPBT	Ngindo	Ngindo	PBT # Lilagano Liyono ku Bandu Boa	7959
nnw	NNWWBT	Nuni, Southern	Nuni, Southern	WBT # 1999 Edition	7954
noa	NOAWBT	Wounaan	Wounaan	WBT # 2005 Edition (Reprint)	7957
nod	NODWBT	Northern Thai	กำเมือง	WBT # 2015 Edition	7938
nog	NOGIBT	Ногай	Nogai	IBT # 2011 Edition	7809
nor	NORNBS	Norwegian	Norsk	NBS # 1930 Det Norsk Bibelselskap	31169
nor	NORNBV	Norwegian	Norsk	NBV # Norsk Bibel AS 2016	31167
not	NOTTBL	Nomatsigenga	Nomatsiguenga	TBL # 2004 Edition	7944
nou	NOUWBT	Ewage-Notu	Ewage-Notu	WBT # 1987 Edition	7945
npl	NPLWYI	Nahuatl, Southeastern Puebla	Nahuatl, Southeastern Puebla	WYI # WBT Version	7952
npy	NPYLAI	Napu	Napu	LAI # Today's Napu Version, 2000	7797
nsn	NSNWBT	Nehan	Nehan	WBT # 2011 Edition	7952
nsu	NSUWBT	Nahuatl, Sierra Negra	Nahuatl, Sierra Negra	WBT # WBT Version	7951
ntp	NTPTBL	Tepehuan del Norte	Tepehuán del Norte	TBL # 1981 Edition	7763
ntr	NTRWBT	Ntrubo	Ntrubo	WBT # 2006 Edition	7931
nuj	NUJWBT	Nyole	Lunyole	WBT # 2015 Edition	7959
nuz	NUZTBL	Nahuatl Tlamacazapa	Nahuatl Tlamacazapa	TBL # 2004 Edition Portion	1883
nvm	NVMWBT	Namiae	Namiae	WBT # 2004 Edition	7882
nwb	NWBWBT	Nyaboa	Nyaboa	WBT # 1991 Edition	7920
nyf	NYFBTL	Giryama	Giryama	BTL # 2004 Edition	7956
nyn	NYNBSU	Runyankore-Rukiga	Runyankore-Rukiga	BSU # 1989 Edition	7956
nyo	NYOBSU	Runyoro-Rutoro	Runyoro-Rutoro	BSU # 2008 Edition	7958
nyy	NYYBST	Kinyakyusa	Kinyakyusa	BST # 1995 Edition	7957
nzi	NZIBSG	Nzima	Nzima	BSG # 1999 Edition	7953
obo	OBOWBT	Manobo	Minonuvu	WBT # 2011 Edition	7958
ojs	OJ1CBS	Ojibwe	Ojibwe	CBS # 2008 Edition (Latin)	7949
ojb	OJBCBS	Ojibwe	Ojibwe	CBS # 2008 Edition (Syllabic)	7949
oku	OKUWYI	Oku	Oku	WYI # 2012 Edition	7959
okv	OKVWBT	Orokaiva	Orokaiva	WBT # 1988 Edition	7924
old	OLDBST	Kimochi	Kimochi	BST # 1998 Edition	7958
omw	OM1TBL	Omwunra Toqura	Omwunra Toqura	TBL # 2000 Edition	7958
ong	ONGWBT	Olo	Olo	WBT # 1997 Edition	7943
opm	OPMTBL	Oksapmin	Oksapmin	TBL # 1992 Edition	7949
ori	ORYWTC	Oriya	Oriya	WTC # 1997 Edition	7944
oss	OSSIBT	Ирон (Digor)	Ossetic	IBT # 2003 Edition	7955
ote	OTETBL	Nahnu Otomi Mezquital	Nahnu Otomi Mezquital	TBL # 1990 Edition	7957
otq	OTQTBL	Otomí de Querétaro	Otomí de Querétaro	TBL # 2003 Edition	7958
ozm	OZMTBL	Koonzime	Koonzime	TBL # 1998 Edition	7912
pab	PABTBL	Parecis	Parecis	TBL # 1995 Edition	7955
pad	PADTBL	Paumari	Paumari	TBL # 1995 Edition	7781
pag	PAGPBS	Pangasinan	Pangasinan	PBS # 1983 Popular Version	7940
pah	PAHTBL	Tenharim	Tenharim	TBL # 1996 Edition	7881
pam	PAMPBS	Pampangan	Pampangan	PBS # 1994 Popular Version	7946
pan	PANWTC	Punjabi	Punjabi	WTC # 2000 Edition	7940
pao	PAONAB	Paiute, Northern	Paiute, Northern	NAB # 1985 Edition	7040
ood	PAPTBL	Tohono O'odham	O'othham	TBL # 1975 Edition	7568
pau	PAUUBS	Palauan	Palauan	UBS # UBS Version	7939
pbb	PBBWBT	Nasa Yuwe	Nasa Yuwe	WBT # 1984 Edition	7923
pbc	PBCBSS	Patamona	Patamona	BSS # 2011 Edition	7942
pbi	PBIWYI	Podoko	Podoko	WYI # 1992 Edition	7952
pck	PCKBIV	Chin, Paite	Chin, Paite	BIV # 2004 Edition	31098
pcm	PCMTSC	Nigerian Pidgin	Nigerian Pidgin	TSC # 2012 Edition	7959
fas	PESEMV	Farsi, Western	فارسی	EMV # 2014 New Millenium Version	31103
fas	PESTPV	Farsi, Western	فارسی	TPV # Today's Persian Version	7958
pez	PEZBSM	Penan Eastern	Penan Eastern	BSM # 2011 Editon	7954
pib	PIBWBT	Yine	Yine	WBT # 2008 Edition	7958
pir	PIRWBT	Piratapuyo	Piratapuyo	WBT # 1990 Edition	7753
pis	PISWBT	Pijin	Pijin	WBT # 2007 Edition	7920
pjt	PJTBSA	Pitjantjatjara	Pitjantjatjara	BSA # 2018 Edition	7507
pkb	PKBBTL	Pokomo	Pokomo	BTL # 2004 Edition	7899
pls	PLSWYI	Ngigua, San Marcos Tlalcoyalco	Ngigua, San Marcos Tlacoyalco	WYI # WBT Version	7958
plw	PLWWBT	Palawano, Brooke's Point	Palawano, Brooke's Point	WBT # 2013 Edition	7958
pma	PMAWBT	Paama	Paama	WBT # 2016 Edition	7902
pmf	PMFNTM	Bahasa Taa	Bahasa Taa	NTM # New Tribes Mission	7812
pny	PNYCAB	Pinyin	Pinyin	CAB # 2017 Edition	7959
poh	POBWYI	Poqomchi	Poqomchi Occidental	WYI # 2012 Edition	7958
poi	POITBL	Highland Popoluca	Popoluca de la Sierra	TBL # 1997 Edition	7957
pol	POLPBG	Polish	Polski	PBG # 1632 Polish Biblia Gdanska	31073
por	PORACF	Portuguese	Português	ACF # Almeida Corrigida Fiel	31106
por	PORBSP	Portuguese	Português	BSP # a BÍBLIA para todos (Portugal)	31167
por	PORJFA	Portuguese	Português	JFA # João Ferreira de Almeida (Brazil)	31104
por	PORWTC	Portuguese	Português	WTC # 2014 Edition	7954
ppk	PPKLAI	Uma	Uma	LAI # 1996 Edition	7941
ppo	PPOWBT	Folopa	Folopa	WBT # 2005 Edition	7916
prf	PRFWBT	Paranan	Paranan	WBT # 2012 Edition	7958
prk	PRKBSM	Wa	Wa	BSM # 2012 Edition	31103
pse	PSELAI	Serawai	Serawai	LAI # 1995 Edition	7958
pss	PSSBIV	Kaulong	Kaulong	BIV # 2015 Edition	7957
ptp	PTPWBT	Patep	Patep	WBT # 1986 Edition	7958
pui	PUISMV	Puinave	Puinave	SMV # 1985 Sofia Muller	7954
pwg	PWGWBT	Gapapaiwa	Gapapaiwa	WBT # 2009 Edition	7929
pww	PWWTBS	Karen Pwo, Northern	Karen Pwo, Northern	TBS # Bible Society Version	7936
pxm	PXMBSM	Mixe Quetzaltepec	Mixe Quetzaltepec	BSM # BSM Version	31008
qvh	QEJLLB	Quechua, Huamalies Dos de Mayo	Quechua, Huamalies Dos de Mayo	LLB # 2003 Edition	7455
quc	QU1LSM	Kiche, Cunen	K'iche', Cunén	LSM # 2012 Edition	7958
qub	QUBPBS	Quechua, Huallaga	Quechua, Huallaga	PBS # WBT Version	7958
quc	QUCBLA	Quiche	Quiche	BLA # 2011 Catholic Version (Biblia Latinoamericana)	7941
quf	QUFLLB	Quechua, Lambayeque	Quechua, Lambayeque	LLB # 2004 Edition	7950
quc	QUJPMC	Quiche, Joyabaj	Quiche, Joyabaj	PMC # 1999 Edition	7939
qul	QULSBB	Quechua, North Bolivian	Quechua, North Bolivian	SBB # 2006 Edition	7944
qup	QUPTBL	Quechua, Southern Pastaza	Quechua, Southern Pastaza	TBL # 1997 Edition	7728
quc	QUTIBS	Quiche, West Central	Quiche, West Central	IBS # 1997 Edition	7955
quw	QUWHLE	Quichua, Tena Lowland	Quichua, Tena Lowland	HLE # 1982 Hermanos Libres del Ecuador (Revision)	7958
quy	QUYPBS	Quechua, Ayacucho	Quechua, Ayacucho	PBS # 1987 Edition	7937
quy	QUYSBU	Quechua, Ayacucho	Quechua, Ayacucho	SBU # 1987 Edition	7937
quz	QUZBIV	Quechua, Cuzco	Quechua, Cuzco	BIV # 2011 Edition	7958
quz	QUZPBS	Quechua, Cuzco	Quechua, Cuzco	PBS # 2004 Edition	31072
qvc	QVCTBL	Quechua, Cajamarca	Quechua, Cajamarca	TBL # 2004 Edition	7810
qve	QVETBL	Quechua, Eastern Apurimac	Quechua, Eastern Apurímac	TBL # WBT Version	7959
qvm	QVMTBL	Quechua, Margos	Quechua, Margos	TBL # 2003 Edition	7455
qvn	QVNLLB	Quechua, North Junin	Quechua, North Junin	LLB # 1997 Edition	7949
qvo	QVOVAA	Quichua, Napo Lowland	Quichua, Napo Lowland	VAA # 1988 Edition	7875
qvs	QVSTBL	Quechua, San Martin	Quechua, San Martin	TBL # 1992 Edition	7883
qvw	QVWTBL	Quechua, Huaylla Wanca	Quechua, Huaylla Wanca	TBL # 2006 Edition	7644
qvz	QVZWBT	Quichua, Northern Pastaza	Quichua, Northern Pastaza	WBT # 1992 Edition	7813
qwh	QWHLLB	Quechua, Huaylas	Quechua, Huaylas	LLB # 2007 Edition	7885
qxh	QXHWBT	Quechua, Panao Huanuco	Quechua, Panao Huanuco	WBT # 2009 Edition	7796
qxn	QXNWBT	Quechua, Northern Conchucos Ancash	Quechua, Northern Conchucos Ancash	WBT # 2006 Edition	7947
qxo	QXOLLB	Quechua, Southern Conchucos Ancash	Quechua, Southern Conchucos Ancash	LLB # 2002 Edition	7531
rai	RAITBL	Ramoaaina	Ramoaaina	TBL # 2006 Edition	7952
rap	RAPWBT	Rapa Nui	Rapa Nui	WBT # WBT Version	7906
rav	RAVNLP	Sampang	Sampang	NLP # 2008 Edition	7952
raw	RAWRBC	Rawang	Rvwang	RBC # 2009 Edition	7957
rej	REJLAI	Rejang	Rejang	LAI # 2011 Edition	7942
rel	RELBTL	Rendille	Rendille	BTL # 2018 Edition	7942
rim	RIMBST	Kinyaturu	Kinyaturu	BST # 2010 Edition	7957
rjs	RJSMTS	Rajbanshi	Rajbanshi	MTS # 2009 Edition	7955
rmc	RMCWFW	Romani, Carpathian	Romani, East Slovak	WFW # The Word for the World Version	7958
rmo	RMORAM	Romani, Sinti	Romani, Sinti	RAM # Romanes Arbeit Marburg	7952
rmy	RMYCVV	Romane, Vlax	Romane, Vlax	CVV # Chilean Vlax Version	7967
rnl	RNLBIV	Ranglong	Ranglong	BIV # 2002 Edition	7957
rol	ROLTBL	Romblomanon	Romblomanon	TBL # Bible League Version	7930
ron	RONBSR	Romanian	Român	BSR # 2009 Interconfessional Version	7945
ron	RONWTC	Romanian	Român	WTC # 2000 Edition	7959
roo	ROOWBT	Rotokas	Rotokas	WBT # 1982 Edition	7949
rro	RROPNG	Waima	Waima	PNG # 2002 Edition	7957
ruf	RUFPBT	Luguru	Lughuru	PBT # PBT Version	7959
rug	RUGWBT	Roviana	Roviana	WBT # WBT Version	30643
run	RUNBSB	Kirundi	Kirundi	BSB # 2007 Edition	7957
rus	RUSS76	Russian	Русский	S76 # 1876 Synodal Bible	31102
rus	RUSWTC	Russian	Русский	WTC # 2014 Edition	31056
rwo	RWOWBT	Rawa	Rawa	WBT # 1992 Edition	7922
sab	SABWBT	Buglere	Buglere	WBT # 2008 Edition	7542
sag	SAGCAR	Sango	Sango	CAR # 2003 Edition	7958
saj	SAJLAI	Sahu	Sahu	LAI # 2015 Edition	7854
sas	SASLAI	Sasak	Sasak	LAI # Today's Sasak Version, 2007	7909
sba	SBANVV	Ngambay	Ngambay	NVV # Nouvelle Version	7957
sbd	SBDABB	San	San	ABB # 1995 Edition	7920
sbl	SBLTBL	Sambal, Botolan	Sambal, Botolan	TBL # 2005 Edition	7957
sck	SCKIEM	Sadri	Sadani	IEM # IEM Version	7959
sdm	SD1SGV	Gerai	Gerai	SGV # 1997 Edition	7923
sda	SDALAI	Toraja	Toraja	LAI # Formal Toraja Version, 2009	7907
sdm	SDMGFA	Kualan-Semandang	Semandang	GFA # 2017 Edition	7342
ses	SESVMV	Songhay, Koyraboro Senni	Songhay, Gao	VMV # Velberter Mission & WBT Version	7957
sey	SEYWBT	Secoya	Secoya	WBT # Maija'quë Huajë Ca Nëose'e	7952
sgb	SGBTBL	Ayta Mag-antsi	Ayta Mag-antsi	TBL # 2006 Edition	7941
sgw	SGWBSE	Gurage Chaha 	Gurage Chaha 	BSE # 1982 Edition	7955
sgz	SGZWBT	Sursurunga	Sursurunga	WBT # 2009 Edition	7947
shn	SHNTBS	Shan	Shan	TBS # 2002 Edition	7955
sig	SIGWBT	Paasaal	Paasaal	WBT # 2001 Edition	7954
sil	SILGIL	Sisaala, Tumulung	Sisaala, Tumulung	GIL # 1984 Edition	7912
sim	SIMPNG	Mende (Papua New Guinea)	Mende (Papua New Guinea)	PNG # 2005 Edition	7933
sja	SJATBL	Epera pedee	Epera pedee	TBL # 2005 Edition	7930
sld	SLDTBL	Sissala	Sissala	TBL # 1999 Edition	7928
sll	SLLTBL	Salt-Yui	Salt-Yui	TBL # 1978 Edition	7940
sml	SMLTBL	Sinama	Sinama	TBL # 2008 Edition	7946
smo	SMOBSP	Samoan	Samoan	BSP # BSSP Version	7941
smt	SMTBIV	Simte	Simte	BIV # 2010 Edition	7957
snp	SN1SLV	Siane (Lambau)	Siane (Lambau)	SLV # 1997 Edition	7953
snc	SNCPNG	Sinaugoro	Sinaugoro	PNG # 1995 Edition	7958
snn	SNNWBT	Siona	Siona	WBT # 2009 Edition	7956
snp	SNPWBT	Siane (Komongu)	Siane (Komongu)	WBT # 1991 Edition	7953
snw	SNWWBT	Selee	Selee	WBT # WBT Version	7959
sny	SNYWBT	Saniyo-Hiyewe	Saniyo-Hiyewe	WBT # 2004 Edition	7876
som	SOMSIM	Somali	Somali	SIM # 2007 Edition	31108
soq	SOQWBT	Kanasi	Kanasi	WBT # 1997 Edition	7933
soy	SOYSIM	Sola	Sola	SIM # 2011 Edition	7957
spl	SPLWBT	Selepet	Selepet	WBT # 1986 Edition	7778
spa	SPNBDA	Spanish	Español	BDA # 2010 Biblia de América	35337
spa	SPNERV	Spanish	Español	ERV # Easy to Read Version	31099
spa	SPNLBV	Spanish	Español	LBV # 2006 Edition	7940
spa	SPNR02	Spanish	Español	R02 # 1602 Reina-Valera Antigua	31102
spa	SPNRVC	Spanish	Español	RVC # Reina Valera, Revisada y Corregida (1865)	31102
spa	SPNSEV	Spanish	Español	SEV # 1569 Sagradas Escrituras	31102
spa	SPNWTC	Spanish	Español	WTC # La Palabra de Dios para Todos	31099
